Season,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
"Total","Alec Mills","CHC",3,13,15.42857145,5,1,0,6,4,0,1,0,1,2,0.45454545,0.53846154,0.54545455,0.47473206428381115,13834
"Total","Paul Sewald","SEA",29,67,6.6,13,1,0,12,11,4,8,4,0,22,0.22033898,0.31343284,0.44067797,0.3026512653108627,13892
"Total","Dietrich Enns","TBR",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13932
"Total","Brent Suter","MIL",23,47,3.27272727,11,1,1,11,4,1,4,2,1,11,0.26190476,0.34042553,0.4047619,0.3100878172450595,13942
"Total","Michael Wacha","TBR",2,1,26.99999987,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14078
"Total","Chris Mazza","TBR",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14151
"Total","Kyle Zimmer","KCR",13,22,4.76470588,3,0,0,3,3,2,6,1,0,4,0.2,0.40909091,0.6,0.3976512040410723,14169
"Total","Josh Hader","MIL",37,92,1.42105263,7,0,0,4,4,1,10,0,2,37,0.08860759,0.20652174,0.12658228,0.17002044553342072,14212
"Total","Wandy Peralta","2 Tms",23,41,7.2,12,0,0,12,8,2,2,0,0,10,0.31578947,0.34146341,0.47368421,0.34602496391389426,14295
"Total","Joel Payamps","2 Tms",7,24,7.71428571,5,1,0,7,4,0,5,2,0,2,0.26315789,0.41666667,0.31578947,0.31059170311147516,14332
"Total","Amir Garrett","CIN",21,46,11,9,1,0,11,11,2,11,3,0,13,0.25714286,0.43478261,0.45714286,0.3735522808030594,14375
"Total","Adam Conley","TBR",2,3,0,1,0,0,0,0,0,0,0,1,0,1,0.66666667,1,0.5336625973383585,14457
"Total","Daniel Camarena","SDP",3,8,26.99999995,3,0,0,7,5,1,0,0,0,2,0.375,0.375,0.75,0.4705786556005478,14467
"Total","J.B. Wendelken","2 Tms",12,27,9.52941176,8,0,0,8,6,1,3,1,0,5,0.33333333,0.40740741,0.45833333,0.3670514982480269,14506
"Total","Jorge Lopez","BAL",3,4,9,1,0,0,1,1,1,0,0,0,1,0.25,0.25,1,0.501629650592804,14527
"Total","Carlos Estevez","COL",33,79,4.05,17,3,0,10,9,1,6,0,2,16,0.25,0.32051282,0.33823529,0.29170950788718003,14542
"Total","Jose Ruiz","CHW",6,12,13.5,5,0,0,4,3,1,1,0,0,2,0.55555556,0.54545455,0.88888889,0.5649505853652954,14552
"Total","James Hoyt","LAA",1,2,0,0,0,0,0,0,0,1,0,0,1,0,0.5,0,0.34585827589035034,14605
"Total","Rowan Wick","CHC",11,29,6,6,0,0,5,4,0,4,0,1,10,0.26086957,0.39285714,0.26086957,0.31296895018645693,14646
"Total","Chi Chi Gonzalez","COL",1,5,18,2,1,0,2,2,0,1,0,0,0,0.66666667,0.6,1,0.5624836802482605,14663
"Total","Jandel Gustave","MIL",1,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14665
"Total","Dillon Maples","CHC",2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14672
"Total","Duane Underwood Jr.","PIT",8,11,7.71428573,5,1,0,5,2,0,0,0,0,1,0.45454545,0.45454545,0.54545455,0.4325334375554865,14677
"Total","Andres Machado","WSN",15,33,5.4,9,3,0,5,4,0,5,1,0,3,0.33333333,0.42424242,0.44444444,0.3676918037235737,14681
"Total","Keone Kela","SDP",4,5,27,2,0,0,4,3,1,0,0,0,0,0.4,0.4,1,0.5771147847175598,14696
"Total","Anthony Banda","2 Tms",6,12,8.10000001,3,0,0,4,3,1,1,1,0,2,0.27272727,0.33333333,0.54545455,0.34223902225494385,14706
"Total","Edwin Diaz","NYM",34,113,4.84615385,22,3,0,17,14,1,14,1,4,36,0.23913043,0.36036036,0.30434783,0.3039499911394986,14710
"Total","Emilio Pagan","SDP",19,37,8.37931034,5,0,0,9,9,2,4,0,0,9,0.15625,0.24324324,0.34375,0.254515388527432,14771
"Total","Buck Farmer","DET",4,7,26.99999987,3,0,0,2,2,0,1,0,1,1,0.6,0.71428571,0.6,0.5786878551755633,14814
"Total","Michael Lorenzen","CIN",11,26,7.10526316,6,1,0,5,5,0,3,0,0,8,0.26086957,0.34615385,0.30434783,0.29661818421803987,14843
"Total","Joe Mantiply","ARI",15,32,8.1,9,1,1,8,6,0,3,1,0,5,0.33333333,0.38709677,0.44444444,0.3448815127213796,14857
"Total","Caleb Smith","ARI",5,11,23.14285718,4,0,0,6,6,3,0,0,0,2,0.36363636,0.36363636,1.18181818,0.6271464662118391,14875
"Total","Taylor Williams","SDP",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14899
"Total","Tyler Webb","STL",3,5,6.75000002,1,1,0,1,1,0,0,0,0,2,0.2,0.2,0.4,0.2483293056488037,14974
"Total","Chad Kuhl","PIT",6,16,19.63636362,6,0,0,9,8,3,0,0,0,6,0.42857143,0.375,1.07142857,0.5410451106727123,14975
"Total","Giovanny Gallegos","STL",33,103,6.2027027,17,4,0,18,17,3,13,2,2,32,0.20481928,0.31372549,0.36144578,0.2882944214344025,14986
"Total","Scott Barlow","KCR",34,98,4.76470588,26,6,0,12,12,1,11,2,1,30,0.30588235,0.3877551,0.41176471,0.34485239908099174,14993
"Total","Yacksel Rios","BOS",1,1,18,1,1,0,2,2,0,0,0,0,0,1,1,2,1.2416465282440186,15007
"Total","Kyle Finnegan","WSN",29,76,6,19,2,0,21,10,4,10,3,1,12,0.30645161,0.4109589,0.53225806,0.39287192821502687,15009
"Total","Corey Knebel","LAD",10,19,5.4,3,1,0,4,3,1,1,0,0,8,0.16666667,0.21052632,0.38888889,0.2536282633480273,15010
"Total","Alex Reyes","STL",36,114,4.6097561,14,1,0,17,14,4,17,1,1,34,0.14583333,0.28070175,0.28125,0.25635943476077727,15015
"Total","Tim Mayza","TOR",16,29,5.625,7,1,0,5,5,0,2,0,0,5,0.25925926,0.31034483,0.2962963,0.27239350203810064,15042
"Total","Lou Trivino","OAK",37,116,4.44705882,22,2,0,19,14,3,14,2,0,31,0.22222222,0.31578947,0.33333333,0.2834588209433215,15043
"Total","Austin Voth","WSN",18,43,6,11,2,0,7,6,1,7,3,0,7,0.32352941,0.42857143,0.47058824,0.36638770347986466,15047
"Total","Yency Almonte","COL",12,26,16.87500001,5,0,0,12,10,2,2,1,2,6,0.25,0.34615385,0.55,0.3514313864707947,15068
"Total","Kyle McGowin","WSN",3,5,36,1,0,0,4,4,1,1,0,0,2,0.25,0.4,1,0.5396470308303833,15071
"Total","Hunter Wood","TEX",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15091
"Total","Luke Farrell","MIN",2,4,0,1,0,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.2197638303041458,15101
"Total","Jimmie Sherfy","LAD",2,2,0,1,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.4395276606082916,15118
"Total","Drew Anderson","TEX",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15130
"Total","Ashton Goudeau","COL",2,5,5.39999999,1,0,0,1,1,0,0,0,0,2,0.2,0.2,0.2,0.17581106424331666,15139
"Total","Justin Topa","MIL",1,2,27.00000027,1,0,0,1,1,0,0,0,0,0,0.5,0.5,0.5,0.4395276606082916,15145
"Total","Aaron Slegers","LAA",11,16,18,7,1,0,6,6,2,1,0,0,2,0.46666667,0.5,0.93333333,0.5914138481020927,15231
"Total","Cody Reed","TBR",4,6,9,2,0,0,2,1,1,1,0,0,2,0.4,0.5,1,0.5962150792280833,15232
"Total","Cole Sulser","BAL",21,41,10,9,2,0,11,10,2,6,0,0,7,0.27272727,0.375,0.51515152,0.3760476544499397,15256
"Total","Keynan Middleton","SEA",5,12,0,1,0,0,1,0,0,3,1,0,2,0.11111111,0.33333333,0.11111111,0.20568076588890769,15264
"Total","Adam Cimber","2 Tms",16,34,4.90909091,9,2,0,8,4,0,3,1,2,7,0.31034483,0.41176471,0.37931034,0.34739328333825775,15288
"Total","Andrew Heaney","NYY",1,4,108.00000108,3,1,0,4,4,0,0,0,0,0,0.75,0.75,1,0.7499392926692963,15423
"Total","Mike Mayers","LAA",28,60,10.125,15,4,0,15,15,3,8,0,1,17,0.3,0.40677966,0.56,0.41142795550621164,15451
"Total","Jose De Leon","CIN",1,2,18,2,1,0,2,2,0,0,0,0,0,1,1,1.5,1.060350924730301,15463
"Total","Hunter Harvey","BAL",3,5,18,1,0,0,2,2,0,1,0,0,1,0.25,0.4,0.25,0.3141543745994568,15507
"Total","Kendall Graveman","2 Tms",31,84,1.92857143,10,3,0,6,5,1,7,0,2,22,0.13333333,0.22619048,0.21333333,0.2058532252198174,15514
"Total","Eric Yardley","MIL",2,6,18,2,0,0,2,2,1,1,1,0,1,0.4,0.5,1,0.5771147847175598,15538
"Total","Tyler Rogers","SFG",45,112,3.26373626,24,3,0,14,11,2,3,0,2,22,0.23076923,0.26126126,0.31730769,0.2518832656714293,15541
"Total","Chad Green","NYY",35,80,6.19672131,18,2,0,17,14,6,6,2,0,22,0.24657534,0.30379747,0.52054795,0.3386990141558957,15552
"Total","Nick Wittgren","CLE",14,37,12.85714286,10,3,1,13,10,1,7,4,1,6,0.35714286,0.5,0.64285714,0.45286860689520836,15594
"Total","Phillips Valdez","BOS",5,10,2.7,0,0,0,2,1,0,1,0,1,3,0,0.2,0,0.1413649022579193,15605
"Total","Miguel Castro","NYM",15,31,7.56,7,0,0,8,7,2,2,0,0,6,0.24137931,0.29032258,0.44827586,0.3158628036898951,15684
"Total","Joe Jimenez","DET",11,16,18.90000002,3,0,0,8,7,1,2,0,1,6,0.23076923,0.375,0.46153846,0.36687467619776726,15761
"Total","Devin Williams","MIL",36,75,2.74576271,12,2,0,7,6,1,5,0,1,27,0.17910448,0.24324324,0.25373134,0.22407871323662834,15816
"Total","Zack Littell","SFG",18,32,1.86206896,3,1,0,2,2,1,3,1,0,12,0.11111111,0.19354839,0.25925926,0.18368845184644064,15823
"Total","Paul Fry","BAL",23,45,14.72727273,7,0,0,18,18,0,9,0,0,14,0.2,0.36363636,0.2,0.2813371866941452,15832
"Total","Adam Plutko","BAL",15,33,3.11538461,5,1,0,4,3,1,4,0,0,8,0.19230769,0.28125,0.34615385,0.27038116566836834,15846
"Total","Wander Suero","WSN",10,19,9.81818181,5,2,0,6,4,0,2,1,1,3,0.33333333,0.42105263,0.46666667,0.36300600237316555,15855
"Total","Ryne Stanek","HOU",32,70,4.59574468,14,4,0,13,8,0,9,2,0,19,0.23333333,0.32857143,0.3,0.27351698805304137,15947
"Total","Stefan Crichton","ARI",11,25,8.43750001,7,1,0,7,5,2,3,3,0,3,0.31818182,0.4,0.63636364,0.39867750081149017,16058
"Total","Zach Thompson","MIA",2,3,0,1,0,0,0,0,0,0,0,0,1,0.33333333,0.33333333,0.33333333,0.29301844040552777,16094
"Total","Daniel Ponce de Leon","STL",4,9,7.71428573,0,0,0,2,2,0,1,0,1,1,0,0.22222222,0,0.15707211361991036,16110
"Total","Jordan Romano","TOR",26,69,1.89473684,7,1,0,4,4,1,7,0,0,20,0.1147541,0.20588235,0.18032787,0.18360967057592728,16122
"Total","John Curtiss","2 Tms",7,16,0,4,2,0,2,0,0,2,0,0,2,0.30769231,0.375,0.46153846,0.3515523001551628,16128
"Total","David Hess","MIA",6,15,2.7,2,0,0,2,1,0,4,1,0,2,0.22222222,0.4,0.22222222,0.27380430698394775,16130
"Total","Jace Fry","CHW",1,3,40.4999998,2,0,0,3,3,0,0,0,0,0,0.66666667,0.66666667,0.66666667,0.5860368808110555,16159
"Total","Jake Reed","2 Tms",2,6,13.49999993,3,0,0,2,1,0,1,1,0,1,0.6,0.66666667,0.6,0.5274331927299499,16209
"Total","Tejay Antone","CIN",16,41,1.54285714,8,2,0,2,2,1,1,0,1,13,0.20512821,0.24390244,0.33333333,0.25118871432978934,16233
"Total","Aaron Bummer","CHW",24,59,8.75675676,17,0,0,17,12,1,7,2,0,15,0.33333333,0.40677966,0.39215686,0.34263134211824653,16258
"Total","Sam Howard","PIT",16,28,6.13636364,3,0,0,6,5,0,3,1,0,10,0.13043478,0.22222222,0.13043478,0.15463842566196734,16265
"Total","Sam Clay","WSN",16,32,18.56250001,8,2,0,13,11,1,6,3,2,3,0.33333333,0.5,0.54166667,0.4277276848924571,16279
"Total","Jesus Tinoco","COL",1,1,18,1,0,0,2,2,1,0,0,0,0,1,1,4,2.006518602371216,16300
"Total","Ryan Borucki","TOR",5,10,2.7,0,0,0,2,1,0,1,0,0,3,0,0.11111111,0,0.07685739464230007,16350
"Total","Reynaldo Lopez","CHW",2,2,27.00000027,1,0,0,1,1,1,0,0,0,1,0.5,0.5,2,1.003259301185608,16400
"Total","Victor Gonzalez","LAD",22,40,3.72413793,6,1,0,4,4,0,7,1,0,7,0.19354839,0.33333333,0.22580645,0.25755848539502996,16408
"Total","Blake Taylor","HOU",19,35,8.64,5,0,0,11,8,2,4,1,0,5,0.17241379,0.26470588,0.37931034,0.26440463102225104,16418
"Total","James Norwood","SDP",1,3,0,1,0,0,0,0,0,1,0,0,0,0.5,0.66666667,0.5,0.523590624332428,16440
"Total","Conner Greene","BAL",7,13,37.79999992,7,3,0,7,7,1,1,0,0,0,0.7,0.61538462,1.3,0.6969492848102863,16455
"Total","Ryan Yarbrough","TBR",6,12,36,4,1,0,8,8,1,2,0,0,2,0.4,0.5,0.8,0.5324757397174835,16502
"Total","Erik Swanson","SEA",9,25,5.0625,6,0,0,7,3,2,3,0,0,9,0.28571429,0.36,0.57142857,0.3841763257980347,16587
"Total","Bryan Abreu","HOU",12,27,9.94736843,6,2,0,9,7,1,4,0,0,7,0.28571429,0.37037037,0.52380952,0.36643866035673356,16609
"Total","J.P. Feyereisen","2 Tms",21,43,5.22580645,7,3,0,9,6,1,8,0,0,5,0.21212121,0.36585366,0.39393939,0.3390818674389909,16610
"Total","Ryan Thompson","TBR",21,49,4.26315789,9,2,0,7,6,1,5,1,2,11,0.21428571,0.32653061,0.33333333,0.2911432236433029,16647
"Total","Julian Merryweather","TOR",3,14,7.36363636,1,0,0,3,3,1,2,0,0,5,0.08333333,0.21428571,0.33333333,0.2421394075666155,16703
"Total","Tim Hill","SDP",27,54,6.35294118,12,2,0,12,8,2,7,4,2,13,0.27906977,0.39622642,0.46511628,0.34791402914086167,16814
"Total","Sean Newcomb","ATL",3,6,13.49999993,2,1,0,1,1,0,2,0,0,0,0.5,0.66666667,0.75,0.5840224921703339,16943
"Total","Jake Jewell","CHC",1,2,27.00000027,1,0,0,2,1,1,0,0,0,0,0.5,0.5,2,1.003259301185608,16958
"Total","Sean Reid-Foley","NYM",2,6,6.75000002,1,0,0,2,1,0,1,1,0,2,0.2,0.33333333,0.2,0.17581106424331666,17034
"Total","Austin Davis","2 Tms",7,17,9.81818184,2,0,1,4,4,0,4,1,0,1,0.16666667,0.35294118,0.33333333,0.28263646736741066,17117
"Total","Raisel Iglesias","LAA",36,112,2.17241379,21,4,0,12,7,1,4,0,1,41,0.2038835,0.23423423,0.27184466,0.2209620588534587,17130
"Total","Gabe Speier","KCR",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17170
"Total","Yoan Lopez","ARI",2,7,9,2,1,0,2,1,1,2,2,0,2,0.4,0.57142857,1.2,0.6496330261230469,17181
"Total","Dinelson Lamet","SDP",4,7,7.71428573,1,0,0,2,2,0,0,0,0,3,0.14285714,0.14285714,0.14285714,0.12557933160236903,17186
"Total","Sam Coonrod","PHI",12,30,8.59090909,6,0,0,7,7,0,3,1,0,4,0.22222222,0.3,0.22222222,0.22957810451244487,17264
"Total","Ranger Suarez","PHI",10,36,2.07692308,6,1,0,5,2,1,4,1,0,13,0.2,0.28571429,0.33333333,0.25998635502422557,17277
"Total","Michael Kopech","CHW",14,28,7.5,4,0,1,5,5,1,6,1,0,3,0.19047619,0.35714286,0.42857143,0.3255996483343619,17282
"Total","Justus Sheffield","SEA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17285
"Total","Justin Steele","CHC",4,10,0,0,0,0,0,0,0,2,2,0,6,0,0.2,0,0,17312
"Total","Edgar Santana","ATL",5,9,4.5,3,1,0,2,1,0,1,0,0,1,0.375,0.44444444,0.5,0.4101637469397651,17355
"Total","Josh Taylor","BOS",18,30,1.08,3,0,0,1,1,0,3,1,0,11,0.11111111,0.2,0.11111111,0.13864134714521212,17359
"Total","Brett Martin","TEX",13,40,2.61290323,4,1,0,8,3,0,7,4,0,6,0.125,0.28205128,0.15625,0.17011320420673914,17369
"Total","Erick Fedde","WSN",1,3,81.00000081,2,1,0,3,3,0,0,0,0,0,0.66666667,0.66666667,1,0.7069006164868673,17425
"Total","Jeff Hoffman","CIN",3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17432
"Total","Albert Abreu","NYY",10,18,1.8,1,1,0,1,1,0,2,0,0,1,0.0625,0.16666667,0.125,0.14583775732252333,17485
"Total","Genesis Cabrera","STL",30,63,9,13,3,0,15,15,1,7,0,2,14,0.26,0.36666667,0.38,0.3321472813685735,17490
"Total","Diego Castillo","2 Tms",34,81,4.35483871,14,4,0,14,10,3,7,2,2,28,0.20289855,0.29113924,0.39130435,0.28625943985852326,17496
"Total","Ryan Burr","CHW",7,14,5.40000001,5,0,0,3,2,1,1,0,0,2,0.45454545,0.46153846,0.72727273,0.4780351106937115,17536
"Total","Jimmy Herget","2 Tms",5,9,32.39999994,5,2,0,7,6,1,0,0,1,0,0.625,0.66666667,1.25,0.7744283080101013,17556
"Total","Marcos Diplan","BAL",3,5,3.85714286,1,0,0,1,1,0,0,0,0,0,0.25,0.2,0.25,0.17581106424331666,17583
"Total","Jordan Yamamoto","NYM",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17585
"Total","Tanner Scott","BAL",31,60,9.45,10,2,0,16,14,1,10,1,1,23,0.20833333,0.35,0.3125,0.2981454295627141,17586
"Total","Cristian Javier","HOU",10,27,6.75,5,0,0,5,5,1,3,0,1,8,0.22727273,0.34615385,0.36363636,0.3199931543606978,17606
"Total","Tanner Rainey","WSN",16,36,14.08695652,8,0,2,13,12,1,6,0,0,10,0.27586207,0.38888889,0.51724138,0.3802236533827252,17610
"Total","Taylor Clarke","ARI",15,36,9.81818182,9,4,0,11,8,0,5,1,0,4,0.29032258,0.38888889,0.41935484,0.34653511217662264,17611
"Total","Justin Lawrence","COL",8,17,14.72727271,4,0,0,6,6,0,4,1,0,4,0.33333333,0.47058824,0.33333333,0.3494606837630272,17639
"Total","Jeffrey Springs","TBR",16,29,4.69565217,6,0,2,7,4,1,2,1,0,6,0.24,0.27586207,0.52,0.3025485043014799,17677
"Total","Ralph Garza Jr.","2 Tms",5,10,33.74999983,3,1,0,7,5,1,3,1,0,1,0.42857143,0.6,1,0.6122948394881355,17682
"Total","Trevor Megill","CHC",5,7,27.00000007,4,0,0,5,4,2,0,0,0,0,0.66666667,0.66666667,1.66666667,0.9618579745292664,17722
"Total","Nabil Crismatt","SDP",7,15,7.36363636,6,1,0,3,3,1,0,0,0,1,0.4,0.4,0.66666667,0.45095909436543785,17732
"Total","Evan Phillips","LAD",1,6,0,0,0,0,1,0,0,2,1,0,2,0,0.33333333,0,0.13834331035614014,17734
"Total","Tyler Alexander","DET",3,3,26.99999987,1,0,0,2,2,0,1,0,0,0,0.5,0.66666667,0.5,0.523590624332428,17735
"Total","Drew Smith","NYM",5,10,11.57142859,3,0,0,3,3,1,1,1,0,1,0.33333333,0.4,0.66666667,0.41829213831159806,17755
"Total","Angel Perdomo","MIL",2,3,0,1,0,0,0,0,0,0,0,0,1,0.33333333,0.33333333,0.33333333,0.29301844040552777,17759
"Total","Jose Alvarado","PHI",31,79,7.23214286,11,2,0,19,15,2,15,2,2,18,0.17741935,0.35443038,0.30645161,0.29981685226613825,17780
"Total","Jake Brentz","KCR",22,44,10.125,7,2,0,14,12,2,5,0,1,10,0.19444444,0.29545455,0.41666667,0.30259116942232306,17783
"Total","Patrick Weigel","MIL",1,1,18,1,0,0,2,2,1,0,0,0,0,1,1,4,2.006518602371216,17792
"Total","Dillon Tate","BAL",19,35,9,8,4,0,10,8,1,4,0,1,3,0.28571429,0.37142857,0.53571429,0.374259124483381,17796
"Total","Daniel Zamora","SEA",2,4,0,2,0,0,1,0,0,0,0,0,1,0.5,0.5,0.5,0.4395276606082916,17811
"Total","Adbert Alzolay","CHC",3,10,0,1,0,0,0,0,0,2,1,0,4,0.125,0.3,0.125,0.17453020811080933,17859
"Total","Dennis Santana","2 Tms",16,46,4.82142857,8,2,1,8,5,1,9,1,1,8,0.22857143,0.4,0.42857143,0.3597653711383993,17878
"Total","Tayler Saucedo","TOR",2,5,13.49999993,2,1,0,1,1,0,0,0,0,0,0.4,0.4,0.6,0.42414036989212034,17888
"Total","Garrett Cleavinger","LAD",6,13,3.375,4,1,0,5,1,0,2,0,0,2,0.4,0.46153846,0.5,0.40478812272732073,17897
"Total","Cody Ponce","PIT",4,5,80.9999996,3,2,0,6,6,0,0,0,0,0,1,0.75,1.66666667,0.8405870944261551,17920
"Total","Trent Thornton","TOR",7,15,11.25,1,0,0,6,5,0,4,0,0,4,0.1,0.33333333,0.1,0.24306143522262574,17948
"Total","Tyler Gilbert","ARI",2,4,0,1,1,0,1,0,0,1,0,0,1,0.33333333,0.5,0.66666667,0.4833407700061798,17964
"Total","Pete Fairbanks","TBR",24,65,4.90909091,13,2,0,12,8,0,7,1,1,18,0.22807018,0.32307692,0.26315789,0.26601770892739296,17998
"Total","Phil Maton","2 Tms",17,34,8.59090909,7,1,0,8,7,0,4,0,1,11,0.25925926,0.35294118,0.2962963,0.2942581509842592,18064
"Total","Cody Stashak","MIN",3,3,26.99999987,1,1,0,2,2,0,0,0,0,2,0.33333333,0.33333333,0.66666667,0.41388217608133954,18088
"Total","Ryan Helsley","STL",17,26,12.85714286,5,1,0,10,10,1,2,1,0,7,0.23809524,0.28,0.42857143,0.2740436519185702,18138
"Total","Anthony Misiewicz","SEA",23,44,6.75,11,3,0,10,8,3,6,2,0,9,0.2972973,0.39534884,0.62162162,0.4123570293914981,18152
"Total","Art Warren","CIN",4,10,0,1,0,0,0,0,0,4,1,0,2,0.2,0.55555556,0.2,0.36927562206983566,18251
"Total","Jarlin Garcia","SFG",19,34,4.90909091,8,4,0,6,4,1,4,0,0,7,0.26666667,0.35294118,0.5,0.3640334378270542,18282
"Total","Tyler Kinley","COL",18,38,4.65517241,8,2,0,5,5,1,2,0,0,8,0.22857143,0.26315789,0.37142857,0.27022424653956767,18297
"Total","Carson Fulmer","CIN",4,2,189.00000189,1,1,0,7,7,0,0,0,0,0,0.5,0.5,1,0.6208232641220093,18311
"Total","Josh Sborz","TEX",17,38,7.56,8,1,1,8,7,1,6,0,0,10,0.25,0.36842105,0.4375,0.35162419865005895,18323
"Total","Taylor Hearn","TEX",10,26,2.84210526,4,0,0,4,2,0,5,1,0,6,0.21052632,0.36,0.21052632,0.261795312166214,18325
"Total","Eric Hanhold","BAL",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18332
"Total","Alex Young","2 Tms",11,19,2.45454546,6,1,0,3,1,0,3,2,0,5,0.375,0.47368421,0.4375,0.37227292271221385,18333
"Total","Josh Staumont","KCR",17,42,3.17647059,7,1,0,6,4,0,4,0,0,14,0.18421053,0.26190476,0.21052632,0.22102011101586477,18335
"Total","Nick Anderson","TBR",2,4,9,1,0,0,1,1,0,0,0,0,0,0.33333333,0.25,0.33333333,0.2197638303041458,18337
"Total","Brandon Waddell","MIN",3,5,13.50000003,1,0,0,3,2,1,0,0,0,0,0.2,0.2,0.8,0.4013037204742432,18347
"Total","Jaime Barria","LAA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18356
"Total","Thomas Eshelman","BAL",2,3,54.00000054,1,0,0,2,2,0,0,0,1,1,0.5,0.66666667,0.5,0.5336625973383585,18361
"Total","Scott Effross","CHC",5,6,3.85714286,1,0,0,1,1,0,0,0,0,0,0.2,0.16666667,0.2,0.14650922020276388,18384
"Total","Enyel De Los Santos","PHI",4,15,12,4,2,0,6,4,1,1,1,1,1,0.33333333,0.42857143,0.75,0.46852303468264067,18403
"Total","Shea Spitzbarth","PIT",1,2,27.00000027,0,0,0,1,1,0,0,0,1,1,0,0.5,0,0.3609662353992462,18475
"Total","Phil Bickford","LAD",15,28,4.69565217,2,0,0,5,4,0,4,2,0,12,0.08695652,0.21428571,0.08695652,0.1208286056151757,18519
"Total","Sam Hentges","CLE",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18548
"Total","Logan Allen","CLE",1,4,0,2,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.4395276606082916,18555
"Total","Travis Bergen","TOR",2,4,0,0,0,0,0,0,0,3,0,0,0,0,0.75,0,0.5187874138355255,18581
"Total","Travis Lakins Sr.","BAL",6,13,7.71428573,2,0,0,3,2,1,5,0,0,1,0.25,0.53846154,0.625,0.48801205249933094,18600
"Total","A.J. Minter","ATL",26,56,11.45454545,18,8,0,19,14,1,7,0,0,9,0.375,0.44642857,0.60416667,0.4409500818167414,18655
"Total","Jake Woodford","STL",1,1,9,1,0,0,1,1,0,0,0,0,0,1,1,1,0.8790553212165833,18674
"Total","Freddy Peralta","MIL",1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18679
"Total","Kolby Allard","TEX",1,1,9,1,1,0,1,1,0,0,0,0,0,1,1,2,1.2416465282440186,18694
"Total","Miguel Del Pozo","DET",1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18792
"Total","Drew Steckenrider","SEA",30,70,2.7,10,2,0,6,6,1,3,2,2,17,0.15873016,0.2173913,0.23809524,0.19072806568288092,18806
"Total","Miguel Diaz","SDP",2,7,0,1,0,0,1,0,0,0,0,0,1,0.16666667,0.16666667,0.16666667,0.14650922020276388,18815
"Total","Kyle Keller","PIT",4,3,40.4999998,1,0,0,3,3,0,0,0,0,1,0.33333333,0.33333333,0.33333333,0.29301844040552777,18890
"Total","Tommy Nance","CHC",5,8,5.39999999,2,0,0,1,1,0,1,0,0,0,0.28571429,0.375,0.28571429,0.3062283992767334,19178
"Total","Kirby Snead","TOR",1,3,0,1,1,0,1,0,0,0,0,0,1,0.33333333,0.33333333,0.66666667,0.41388217608133954,19179
"Total","Brandyn Sittinger","ARI",2,3,18,1,0,0,2,2,1,0,0,0,0,0.5,0.33333333,2,0.6688395341237386,19192
"Total","Conner Menez","SFG",2,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,19199
"Total","Jose Quijada","LAA",9,14,7.71428571,2,0,0,5,4,0,1,0,0,6,0.15384615,0.21428571,0.15384615,0.17498765672956193,19200
"Total","Dakota Hudson","STL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19206
"Total","Mitch White","LAD",3,8,5.39999999,3,0,0,2,1,1,0,0,0,2,0.42857143,0.375,0.85714286,0.4705786556005478,19225
"Total","Caleb Baragar","SFG",7,16,2.45454545,2,1,1,3,1,0,2,2,2,1,0.18181818,0.375,0.45454545,0.3038207122257778,19231
"Total","Wes Benjamin","TEX",2,5,27,1,0,0,3,3,1,1,0,0,1,0.25,0.4,1,0.5396470308303833,19243
"Total","Miguel Aguilar","ARI",3,6,0,1,1,0,1,0,0,1,0,0,1,0.2,0.33333333,0.4,0.3222271800041199,19246
"Total","Taylor Widener","ARI",1,2,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.4395276606082916,19266
"Total","T.J. Zeuch","TOR",2,3,18,2,1,0,6,2,1,0,0,0,0,0.66666667,0.66666667,2,1.0827217102050781,19269
