Season,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
"Total","Bobby Wahl","MIL",1,2,54.00000054,1,0,0,2,2,1,0,0,0,0,1,1,4,1.9791183471679688,14832
"Total","Michael Lorenzen","CIN",10,17,12,5,0,0,4,4,2,4,0,0,0,0.41666667,0.52941176,0.91666667,0.5530034864650053,14843
"Total","Taylor Williams","SEA",8,19,9,3,0,0,5,5,0,2,0,0,9,0.17647059,0.26315789,0.17647059,0.21290526264592222,14899
"Total","Tyler Webb","STL",3,5,36,2,0,0,4,4,2,1,0,0,1,0.5,0.6,2,0.9314095973968506,14974
"Total","Chad Kuhl","PIT",1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14975
"Total","Giovanny Gallegos","STL",6,12,12,4,0,0,4,4,0,1,0,0,2,0.36363636,0.41666667,0.36363636,0.3524095416069031,14986
"Total","Scott Barlow","KCR",10,20,6.23076924,5,1,0,3,3,0,3,1,0,6,0.29411765,0.4,0.35294118,0.3245172626093814,14993
"Total","Yacksel Rios","PIT",1,2,27,0,0,0,3,3,0,1,0,1,0,0,1,0,0.7136269807815552,15007
"Total","Kyle Finnegan","WSN",8,22,1.35,4,0,0,2,1,0,2,1,0,5,0.2,0.27272727,0.2,0.20137688091823033,15009
"Total","Corey Knebel","MIL",1,3,0,1,1,0,0,0,0,0,0,0,2,0.33333333,0.33333333,0.66666667,0.41270073254903156,15010
"Total","Alex Reyes","STL",6,18,3.85714285,3,1,0,3,2,0,1,0,0,8,0.17647059,0.22222222,0.23529412,0.20566472742292616,15015
"Total","Trevor Gott","SFG",9,22,15.18750001,4,0,0,9,9,3,2,0,0,4,0.2,0.27272727,0.65,0.37352288311178033,15046
"Total","Yency Almonte","COL",8,18,6.23076924,5,0,0,4,3,1,2,0,1,3,0.35714286,0.44444444,0.57142857,0.42418260044521755,15068
"Total","Kyle McGowin","WSN",4,9,0,0,0,0,0,0,0,1,0,0,4,0,0.11111111,0,0.07764569918314616,15071
"Total","Jake Newberry","KCR",2,5,0,1,0,0,0,0,0,0,0,0,2,0.2,0.2,0.2,0.17650516033172609,15136
"Total","Justin Topa","MIL",1,3,0,1,0,0,1,0,0,0,0,0,1,0.33333333,0.33333333,0.33333333,0.29417526721954346,15145
"Total","Aaron Slegers","TBR",3,12,2.45454545,3,0,0,1,1,0,0,0,0,2,0.25,0.25,0.25,0.2206314504146576,15231
"Total","Cole Sulser","BAL",10,35,10.79999999,5,0,0,11,8,2,11,1,0,5,0.22727273,0.48484848,0.5,0.4248102195560932,15256
"Total","Keynan Middleton","LAA",5,6,4.5,0,0,0,2,1,0,0,0,0,1,0,0,0,0,15264
"Total","Adam Cimber","CLE",2,3,54.00000054,2,0,0,2,2,0,0,0,0,0,1,0.66666667,1,0.5883505344390869,15288
"Total","Steven Brault","PIT",1,4,36,1,0,0,4,4,0,3,0,0,0,1,1,1,0.7447399199008942,15291
"Total","Mike Mayers","LAA",12,28,5.14285714,7,2,0,4,4,1,1,0,1,10,0.26923077,0.32142857,0.46153846,0.3361671396664211,15451
"Total","Hunter Harvey","BAL",4,8,4.5,1,0,0,2,1,0,1,0,0,2,0.16666667,0.25,0.16666667,0.19766713678836823,15507
"Total","Kendall Graveman","SEA",4,8,6,1,0,1,2,2,0,0,0,0,1,0.14285714,0.125,0.42857143,0.1947651207447052,15514
"Total","Eric Yardley","MIL",2,6,9,2,0,0,1,1,0,0,0,1,2,0.4,0.5,0.4,0.4155823787053426,15538
"Total","Tyler Rogers","SFG",19,43,3.48387097,11,2,1,6,4,1,1,0,2,12,0.275,0.3255814,0.45,0.333646998849026,15541
"Total","Chad Green","NYY",8,15,9.81818181,2,0,0,7,4,1,1,1,0,4,0.16666667,0.21428571,0.41666667,0.22012647298666146,15552
"Total","Nick Wittgren","CLE",10,28,1.42105263,6,0,0,1,1,1,2,2,3,5,0.27272727,0.40740741,0.40909091,0.3430830144882202,15594
"Total","Phillips Valdez","BOS",7,18,14.72727271,6,1,1,7,6,1,3,0,0,1,0.4,0.5,0.8,0.5288529329829745,15605
"Total","Miguel Castro","2 Tms",14,34,8.59090909,8,1,0,8,7,2,4,0,0,13,0.26666667,0.35294118,0.5,0.36482979620204253,15684
"Total","Jimmy Cordero","CHW",12,23,10.12500001,5,1,0,7,6,0,2,1,0,5,0.25,0.31818182,0.3,0.26033412842523485,15690
"Total","Joe Jimenez","DET",9,20,5.4,4,1,0,4,3,0,0,0,2,4,0.23529412,0.3,0.29411765,0.2671282470226288,15761
"Total","Devin Williams","MIL",14,22,0,1,0,0,3,0,0,0,0,0,16,0.04545455,0.04545455,0.04545455,0.040114809166301384,15816
"Total","Paul Fry","BAL",6,11,0,3,0,0,1,0,0,0,0,1,2,0.3,0.36363636,0.3,0.3069109158082442,15832
"Total","Adam Plutko","CLE",1,3,0,1,0,0,0,0,0,0,0,0,1,0.33333333,0.33333333,0.33333333,0.29417526721954346,15846
"Total","Wander Suero","WSN",5,14,3,2,1,0,1,1,0,3,0,0,6,0.18181818,0.35714286,0.27272727,0.3012187055179051,15855
"Total","Stephen Tarpley","MIA",4,11,9,4,1,0,3,2,1,2,1,0,1,0.5,0.6,1,0.6312314934200711,15859
"Total","Keury Mella","ARI",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15964
"Total","Stefan Crichton","ARI",11,26,9.94736843,8,3,0,7,7,1,1,0,2,5,0.34782609,0.42307692,0.60869565,0.4376624914316031,16058
"Total","Nick Burdi","PIT",2,6,6.75000002,2,0,0,1,1,0,1,0,0,1,0.4,0.5,0.4,0.4106438159942627,16074
"Total","Cy Sneed","HOU",6,22,12.27272726,9,3,0,9,5,1,3,1,0,3,0.47368421,0.54545455,0.78947368,0.547794120652335,16106
"Total","Jordan Romano","TOR",10,21,1.58823529,3,0,0,2,1,1,1,0,0,8,0.15,0.19047619,0.3,0.21157053538731166,16122
"Total","John Curtiss","TBR",2,5,0,1,0,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.17650516033172609,16128
"Total","Justin Shafer","MIA",3,2,26.99999987,0,0,0,2,2,0,0,0,0,1,0,0,0,0,16132
"Total","Carlos Rodon","CHW",1,2,9,2,1,0,1,1,0,0,0,0,0,1,1,1.5,1.0603139996528625,16137
"Total","Jace Fry","CHW",2,6,13.50000003,1,1,0,2,2,0,2,1,0,2,0.25,0.5,0.5,0.38738269805908204,16159
"Total","Tejay Antone","CIN",2,4,26.99999987,2,2,0,2,2,0,0,0,0,0,1,0.5,2,0.6190510988235474,16233
"Total","Aaron Bummer","CHW",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16258
"Total","Sam Howard","PIT",6,21,9,5,1,0,5,4,1,2,0,2,5,0.3125,0.42857143,0.5625,0.41520504156748456,16265
"Total","Ryan Borucki","TOR",5,11,13.50000003,3,1,0,2,2,0,4,1,0,1,0.5,0.63636364,0.66666667,0.5099587678909302,16350
"Total","Victor Gonzalez","LAD",2,4,9,1,1,0,1,1,0,0,0,0,1,0.25,0.25,0.5,0.3095255494117737,16408
"Total","Blake Taylor","HOU",9,23,3.17647059,2,0,0,3,2,0,4,1,0,6,0.10526316,0.26086957,0.10526316,0.1755220673301003,16418
"Total","Ryan Yarbrough","TBR",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16502
"Total","Dan Altavilla","2 Tms",7,12,16.87499998,5,2,0,6,5,1,0,0,0,3,0.41666667,0.41666667,0.83333333,0.5183645288149515,16507
"Total","Austin Gomber","STL",4,7,13.5,1,0,0,3,3,1,1,0,0,3,0.2,0.28571429,0.8,0.38256137711661203,16561
"Total","Erik Swanson","SEA",3,7,27,2,1,0,3,3,0,0,0,2,2,0.5,0.57142857,0.75,0.5110733338764736,16587
"Total","Jonathan Holder","NYY",5,13,0,1,1,0,0,0,0,2,1,0,2,0.09090909,0.23076923,0.18181818,0.16140945752461752,16588
"Total","Bryan Abreu","HOU",2,6,0,0,0,0,0,0,0,0,0,2,1,0,0.33333333,0,0.2428142229715983,16609
"Total","Jeff Brigham","MIA",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16631
"Total","Ryan Thompson","TBR",10,19,7.5,3,2,0,5,5,0,1,0,0,3,0.16666667,0.21052632,0.27777778,0.21355481524216502,16647
"Total","James Bourque","WSN",1,4,0,0,0,0,0,0,0,2,0,0,0,0,0.5,0,0.3494056463241577,16668
"Total","Julian Merryweather","TOR",3,11,10.12499999,2,0,0,3,3,0,1,0,0,3,0.2,0.27272727,0.2,0.22398753599687057,16703
"Total","Josh James","HOU",5,10,3.85714286,1,1,0,1,1,0,2,0,1,2,0.14285714,0.4,0.28571429,0.3364167451858521,16794
"Total","Tim Hill","SDP",5,11,6.74999999,2,1,0,2,2,0,1,0,0,7,0.2,0.27272727,0.3,0.2563126629049128,16814
"Total","Cam Hill","CLE",2,3,13.49999993,0,0,0,1,1,0,0,0,1,1,0,0.33333333,0,0.2428142229715983,16840
"Total","Touki Toussaint","ATL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16929
"Total","Sean Reid-Foley","TOR",1,2,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.3494056463241577,17034
"Total","Austin Davis","PIT",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17117
"Total","Raisel Iglesias","CIN",14,38,6,9,1,0,7,6,1,3,1,0,11,0.27272727,0.32432432,0.39393939,0.2997923261589474,17130
"Total","Yoan Lopez","ARI",3,5,0,0,0,0,1,0,0,1,1,0,1,0,0.2,0,0,17181
"Total","Jalen Beeks","TBR",5,8,0,1,0,0,0,0,0,1,0,0,2,0.16666667,0.28571429,0.16666667,0.22590529918670654,17192
"Total","Austin Brice","BOS",3,8,4.5,2,1,0,1,1,0,1,0,1,1,0.33333333,0.5,0.5,0.44348524510860443,17237
"Total","Sam Coonrod","SFG",3,8,107.99999946,5,2,0,8,8,1,1,0,0,1,0.71428571,0.75,1.42857143,0.8648982048034668,17264
"Total","Javy Guerra","SDP",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17292
"Total","Framber Valdez","HOU",1,6,0,1,0,0,1,0,0,1,0,0,2,0.2,0.33333333,0.2,0.26355618238449097,17295
"Total","Josh Taylor","BOS",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17359
"Total","Brett Martin","TEX",6,8,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,17369
"Total","Erick Fedde","WSN",1,3,13.49999993,1,0,0,1,1,0,0,0,0,1,0.33333333,0.33333333,0.33333333,0.29417526721954346,17425
"Total","Jeff Hoffman","COL",4,4,20.25000005,1,0,0,3,3,0,1,1,0,1,0.33333333,0.5,0.33333333,0.29417526721954346,17432
"Total","Jonathan Hernandez","TEX",10,29,3.85714286,7,0,1,3,3,0,3,0,0,8,0.28,0.35714286,0.36,0.31963248763765606,17464
"Total","Albert Abreu","NYY",1,1,9,1,0,0,2,1,1,0,0,0,0,1,1,4,1.9791183471679688,17485
"Total","Genesis Cabrera","STL",8,16,1.92857143,0,0,0,4,1,0,1,0,3,4,0,0.25,0,0.18025870621204376,17490
"Total","Diego Castillo","TBR",13,30,0,3,1,0,0,0,0,3,0,1,7,0.11538462,0.23333333,0.15384615,0.1942676782608032,17496
"Total","Jorge Guzman","MIA",1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.7284426689147949,17505
"Total","Jimmy Herget","TEX",3,6,4.5,0,0,0,1,1,0,0,0,0,3,0,0,0,0,17556
"Total","JT Brubaker","PIT",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17578
"Total","Tanner Scott","BAL",12,24,0,2,1,0,0,0,0,2,0,2,7,0.1,0.25,0.15,0.20729733010133108,17586
"Total","Tanner Rainey","WSN",7,19,3.6,2,1,0,2,2,1,2,1,1,10,0.125,0.26315789,0.375,0.2580263614654541,17610
"Total","Taylor Clarke","ARI",2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17611
"Total","Jeffrey Springs","BOS",4,16,23.14285718,8,3,0,8,6,1,1,1,0,3,0.53333333,0.5625,0.93333333,0.6149018764495849,17677
"Total","Nabil Crismatt","STL",1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17732
"Total","Evan Phillips","BAL",3,3,13.49999993,1,0,0,1,1,0,0,0,0,0,0.33333333,0.33333333,0.33333333,0.29417526721954346,17734
"Total","Tyler Alexander","DET",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17735
"Total","Drew Smith","NYM",2,6,40.4999998,2,0,0,4,3,1,2,1,0,1,0.5,0.66666667,1.25,0.7120910882949829,17755
"Total","Jose Alvarado","TBR",1,4,0,1,0,0,0,0,0,1,0,0,0,0.33333333,0.5,0.33333333,0.39533427357673645,17780
"Total","Dillon Tate","BAL",5,6,11.57142859,0,0,0,3,3,0,1,0,0,0,0,0.16666667,0,0.11646854877471924,17796
"Total","Jose Mujica","COL",1,1,9,1,0,0,1,1,1,0,0,0,0,1,1,4,1.9791183471679688,17821
"Total","Jose Rodriguez","LAA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17860
"Total","Ian Gibaut","TEX",3,4,26.99999987,2,0,0,2,2,1,0,0,0,1,0.5,0.5,1.25,0.7154110372066498,17871
"Total","Dennis Santana","LAD",3,13,18,3,0,0,7,6,2,2,0,0,4,0.27272727,0.38461538,0.81818182,0.47987577548393834,17878
"Total","Cody Ponce","PIT",1,2,0,1,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.4412629008293152,17920
"Total","Logan Webb","SFG",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17995
"Total","Pete Fairbanks","TBR",15,21,8.43750001,4,1,0,6,5,0,2,0,0,8,0.21052632,0.28571429,0.26315789,0.2515858184723627,17998
"Total","Phil Maton","CLE",10,25,5.0625,8,1,1,5,3,0,2,1,1,9,0.36363636,0.44,0.5,0.39660966396331787,18064
"Total","Matt Hall","BOS",1,4,108.00000108,3,0,0,4,4,0,0,0,0,1,0.75,0.75,0.75,0.6618943512439728,18076
"Total","Cody Stashak","MIN",3,3,6.75000002,0,0,0,1,1,0,0,0,0,2,0,0,0,0,18088
"Total","Ryan Helsley","STL",5,9,6.75000002,2,1,0,2,1,0,3,1,0,1,0.33333333,0.55555556,0.5,0.4397813230752945,18138
"Total","Anthony Misiewicz","SEA",8,14,14.72727271,3,0,0,6,6,1,1,1,0,6,0.23076923,0.28571429,0.46153846,0.2880130731142484,18152
"Total","Zac Grotz","SEA",2,2,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.4412629008293152,18256
"Total","Jarlin Garcia","SFG",7,14,0,3,1,0,3,0,0,1,0,0,2,0.27272727,0.28571429,0.36363636,0.26442607811519075,18282
"Total","Tyler Kinley","COL",3,10,13.5,3,0,0,4,3,1,1,0,0,5,0.33333333,0.4,0.66666667,0.44429812431335447,18297
"Total","Taylor Guilbeau","SEA",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18306
"Total","Carson Fulmer","BAL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18311
"Total","Jacob Waguespack","TOR",2,1,13.49999993,0,0,0,1,1,0,0,0,0,1,0,0,0,0,18318
"Total","Alex Young","ARI",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18333
"Total","Josh Staumont","KCR",9,17,2.45454545,3,1,0,2,1,0,4,0,0,4,0.23076923,0.41176471,0.30769231,0.3410822924445657,18335
"Total","Nick Anderson","TBR",10,20,1.6875,1,0,0,2,1,1,2,0,0,7,0.05555556,0.15,0.22222222,0.16883704662322999,18337
"Total","Brandon Waddell","PIT",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18347
"Total","Travis Bergen","ARI",3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18581
"Total","Travis Lakins Sr.","BAL",8,12,0,2,1,0,3,0,0,0,0,0,2,0.18181818,0.16666667,0.27272727,0.17671899994214377,18600
"Total","A.J. Minter","ATL",6,13,0,1,1,0,1,0,0,2,1,0,2,0.1,0.25,0.2,0.17608304457231003,18655
"Total","Freddy Peralta","MIL",7,14,4.5,2,0,0,3,2,0,0,0,0,7,0.16666667,0.15384615,0.16666667,0.1357732002551739,18679
"Total","Miguel Del Pozo","PIT",3,7,0,2,0,0,0,0,0,5,0,0,0,1,1,1,0.7513011523655483,18792
"Total","Zack Burdi","CHW",1,2,36,2,0,0,4,4,1,0,0,0,0,1,1,2.5,1.4308220744132996,19159
"Total","Conner Menez","SFG",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19199
"Total","Jose Quijada","LAA",3,10,16.19999997,2,0,0,4,3,1,2,0,1,3,0.33333333,0.5,0.83333333,0.4987709403038025,19200
"Total","Caleb Baragar","SFG",9,14,2.07692308,2,0,0,1,1,0,0,0,0,5,0.15384615,0.14285714,0.15384615,0.12607511452266149,19231
"Total","Wes Benjamin","TEX",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19243
"Total","Thomas Hatch","TOR",9,14,3.85714285,2,0,0,4,2,1,1,0,0,4,0.15384615,0.21428571,0.38461538,0.25431824581963675,19264
"Total","Taylor Widener","ARI",2,3,0,0,0,0,0,0,0,1,0,0,0,0,0.33333333,0,0.23293709754943848,19266
"Total","Edgar Garcia","TBR",2,2,9,0,0,0,1,1,0,0,0,0,1,0,0,0,0,19276
"Total","Trevor Richards","TBR",3,3,27.00000027,1,1,0,3,1,0,0,0,0,1,0.33333333,0.33333333,0.66666667,0.41270073254903156,19309
"Total","Cal Quantrill","2 Tms",8,14,2.25,1,0,0,3,1,0,0,0,1,2,0.09090909,0.16666667,0.09090909,0.13424737254778543,19312
"Total","Caleb Ferguson","LAD",7,17,7.71428571,4,0,0,4,4,2,0,0,0,6,0.23529412,0.23529412,0.58823529,0.33666401750901165,19349
"Total","Tony Gonsolin","LAD",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19388
"Total","Yohan Ramirez","SEA",3,7,0,0,0,0,0,0,0,2,1,0,2,0,0.28571429,0,0.11646854877471924,19444
"Total","Shaun Anderson","SFG",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19453
"Total","Kyle Funkhouser","DET",3,5,40.4999998,2,1,0,3,3,0,1,0,0,1,0.5,0.6,0.75,0.5638878583908081,19456
"Total","Bryan Garcia","DET",8,20,1.92857143,6,0,0,3,1,0,1,0,0,2,0.33333333,0.35,0.33333333,0.2996983051300049,19457
"Total","Jorge Alcala","MIN",2,9,9,2,0,0,2,2,1,1,0,0,1,0.25,0.33333333,0.625,0.3956061601638794,19459
"Total","Devin Smeltzer","MIN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19487
"Total","Geoff Hartlieb","PIT",11,17,7.71428571,2,0,0,5,4,1,2,0,0,3,0.13333333,0.23529412,0.33333333,0.25054510200724883,19558
"Total","JoJo Romero","PHI",4,6,33.75000008,3,0,0,5,5,1,0,0,0,1,0.5,0.5,1,0.6240283250808716,19574
"Total","Cionel Perez","HOU",2,2,13.49999993,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19614
"Total","Matt Foster","CHW",5,7,16.19999997,1,1,0,3,3,0,1,0,0,3,0.16666667,0.28571429,0.33333333,0.2767019271850586,19647
"Total","Gregory Soto","DET",6,12,2.7,1,0,0,1,1,0,3,0,0,0,0.11111111,0.33333333,0.11111111,0.24824663996696472,19677
"Total","Jonathan Loaisiga","NYY",3,15,4.9090909,2,0,0,3,2,1,2,1,0,3,0.16666667,0.28571429,0.41666667,0.27388118780576265,19753
"Total","Yoshihisa Hirano","SEA",5,12,0,3,0,0,1,0,0,2,0,0,3,0.3,0.41666667,0.3,0.33709999918937683,19756
"Total","Daniel Castano","MIA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19805
"Total","Riley Smith","ARI",1,4,0,1,0,0,0,0,0,1,0,0,1,0.33333333,0.5,0.33333333,0.39533427357673645,19826
"Total","Darwinzon Hernandez","BOS",5,8,7.71428573,0,0,0,2,2,0,1,0,0,5,0,0.125,0,0.08735141158103943,19848
"Total","Michael King","NYY",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19853
"Total","Brandon Bielak","HOU",2,5,53.99999973,2,0,0,4,4,1,1,0,0,2,0.5,0.6,1.25,0.7120910882949829,19866
"Total","Kevin Ginkel","ARI",7,17,2.07692308,2,0,0,2,1,1,2,0,0,4,0.13333333,0.23529412,0.33333333,0.25054510200724883,19876
"Total","Clarke Schmidt","NYY",1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0.8825258016586304,19899
"Total","Joel Kuhnel","CIN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19995
"Total","John Schreiber","DET",3,7,6.75000002,2,1,0,1,1,0,2,0,0,1,0.4,0.57142857,0.6,0.5026072263717651,20020
"Total","Rico Garcia","SFG",2,2,54.00000054,1,0,0,2,2,1,0,0,0,0,0.5,0.5,2,0.9895591735839844,20023
"Total","Phillip Diehl","COL",1,1,27.00000027,1,1,0,1,1,0,0,0,0,0,1,1,2,1.2381021976470947,20030
"Total","Michel Baez","SDP",1,1,27,1,1,0,3,3,0,0,0,0,0,1,1,2,1.2381021976470947,20100
"Total","James Karinchak","CLE",12,28,6.42857143,5,0,1,6,5,0,4,1,0,11,0.25,0.33333333,0.35,0.276333001943735,20151
"Total","Nick Nelson","NYY",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20153
"Total","Andre Scrubb","HOU",8,18,0,1,0,0,0,0,0,4,1,0,6,0.07692308,0.29411765,0.07692308,0.18618497997522354,20329
"Total","Brusdar Graterol","LAD",10,14,5.0625,1,0,0,4,3,0,0,0,1,0,0.08333333,0.14285714,0.08333333,0.11506917646953038,20367
"Total","Tyler Zuber","KCR",4,9,27.00000007,2,0,0,5,4,1,3,1,0,3,0.33333333,0.55555556,0.83333333,0.5324083417654037,20379
"Total","Anthony Kay","TOR",8,16,10.80000001,1,0,0,4,4,0,5,0,0,3,0.11111111,0.375,0.11111111,0.27353639155626297,20387
"Total","Nick Margevicius","SEA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20395
"Total","Josh Fleming","TBR",2,6,9,1,0,0,1,1,0,1,0,1,0,0.25,0.5,0.25,0.3849632938702901,20418
"Total","Rony Garcia","DET",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20430
"Total","Enoli Paredes","HOU",12,35,5.86956521,7,1,0,6,5,1,6,0,1,8,0.26923077,0.41176471,0.42307692,0.3691517640562618,20447
"Total","Humberto Castellanos","HOU",2,6,27,1,0,0,3,3,1,1,0,1,1,0.25,0.5,1,0.5677287181218466,21183
"Total","Brooks Kriske","NYY",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21189
"Total","Connor Brogdon","PHI",3,6,13.50000003,1,0,0,2,2,1,1,0,0,3,0.2,0.33333333,0.8,0.44632160663604736,21205
"Total","Seth Romero","WSN",2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21333
"Total","John King","TEX",3,5,20.25000005,1,1,0,3,3,0,0,0,0,2,0.2,0.2,0.4,0.24762043952941895,22051
"Total","Aaron Fletcher","SEA",1,2,0,1,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.4412629008293152,22052
"Total","Nivaldo Rodriguez","HOU",2,5,0,2,0,0,1,0,0,1,1,0,1,0.66666667,0.6,0.66666667,0.4412629008293152,22449
"Total","Luis Patino","SDP",2,7,6.75000002,1,0,0,1,1,0,1,0,1,1,0.2,0.42857143,0.2,0.3299685376031058,22815
"Total","Codi Heuer","CHW",9,15,0,1,0,0,0,0,0,1,0,0,6,0.07142857,0.13333333,0.07142857,0.10542247295379639,23293
"Total","Luis Garcia","HOU",1,1,9,1,0,1,1,1,0,0,0,0,0,1,1,3,1.5581209659576416,23735
"Total","Joey Gerber","SEA",6,13,9,5,2,0,4,3,1,1,0,0,1,0.5,0.46153846,1,0.5322450491098257,24591
"Total","Drew Rasmussen","MIL",3,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,25385
"Total","Kwang Hyun Kim","STL",1,3,9,1,0,0,2,1,0,0,0,0,0,0.33333333,0.33333333,0.33333333,0.29417526721954346,27458
"Total","Shun Yamaguchi","TOR",9,21,12.46153847,5,1,2,8,6,0,4,0,0,7,0.3125,0.42857143,0.625,0.42450670968918575,27460
